ac,ah,hri,LDSI_i0_depth,LDSI_i0_surface,LDSI_i1_depth,LDSI_i1_surface,LDSI_i2_depth,LDSI_i2_surface,LDSI_i3_depth,LDSI_i3_surface,CDSI_i0_depth,CDSI_i0_surface,CDSI_i1_depth,CDSI_i1_surface,CDSI_i2_depth,CDSI_i2_surface,CDSI_i3_depth,CDSI_i3_surface,LDSE_i0_depth,LDSE_i0_surface,LDSE_i1_depth,LDSE_i1_surface,LDSE_i2_depth,LDSE_i2_surface,LDSE_i3_depth,LDSE_i3_surface,CDSE_i0_depth,CDSE_i0_surface,CDSE_i1_depth,CDSE_i1_surface,CDSE_i2_depth,CDSE_i2_surface,CDSE_i3_depth,CDSE_i3_surface
0.0625,0.2,0.5,1.175,0.354,0.696,0.023,0.528,0.00571,0.44,0.00267,1.108,0.333,0.674,0.0169,0.517,0.00273,0.433,0.000931,1.263,0.342,0.732,0.0184,0.549,0.00332,0.454,0.00124,1.248,0.338,0.725,0.0169,0.545,0.00253,0.451,0.000732
0.0625,0.2,1.0,1.116,0.35,0.674,0.0217,0.516,0.005,0.432,0.0022,1.003,0.374,0.635666667,0.0139,0.495333333,0.00159,0.419666667,0.000577,1.259,0.338,0.731,0.0168,0.549,0.00256,0.454,0.000802,1.256,0.333,0.729,0.015,0.547,0.00153,0.452,0.000114
0.0625,0.4,0.0,1.693,0.41,0.885,0.0388,0.629,0.0128,0.503,0.00661,1.693,0.41,0.885,0.0388,0.629,0.0128,0.503,0.00661,1.693,0.41,0.885,0.0388,0.629,0.0128,0.503,0.00661,1.693,0.41,0.885,0.0388,0.629,0.0128,0.503,0.00661
0.0625,0.4,0.0125,1.674,0.41,0.878,0.0388,0.625,0.0128,0.5,0.00664,1.641,0.398,0.867,0.035,0.62,0.0109,0.497,0.00548,1.729,0.41,0.898,0.0388,0.636,0.0127,0.507,0.00659,1.691,0.403,0.885,0.0366,0.629,0.0117,0.503,0.00593
0.0625,0.4,0.025,1.669,0.412,0.876,0.0395,0.624,0.0132,0.5,0.00686,1.609,0.391,0.856,0.0326,0.614,0.00972,0.494,0.00479,1.744,0.408,0.905,0.0377,0.64,0.0122,0.51,0.00625,1.686,0.396,0.884,0.034,0.629,0.0104,0.503,0.00514
0.0625,0.4,0.05,1.657,0.412,0.872,0.0396,0.622,0.0132,0.498,0.0069,1.556,0.382,0.837,0.0298,0.604,0.00832,0.488,0.00396,1.753,0.401,0.909,0.0353,0.643,0.0109,0.512,0.00546,1.671,0.385,0.879,0.03,0.626,0.00828,0.501,0.00387
0.0625,0.4,0.1,1.638,0.411,0.865,0.0392,0.618,0.013,0.496,0.00675,1.479,0.371,0.81,0.0264,0.59,0.00676,0.479,0.00307,1.747,0.392,0.909,0.032,0.643,0.00926,0.513,0.00444,1.639,0.369,0.869,0.0242,0.622,0.00532,0.499,0.00206
0.0625,0.4,0.2,1.601,0.409,0.852,0.0383,0.611,0.0125,0.492,0.00642,1.377,0.359,0.774,0.0228,0.572,0.00513,0.467,0.00216,1.718,0.382,0.9,0.0285,0.64,0.00756,0.511,0.00347,1.592,0.35,0.853,0.0175,0.614,0.00184,0.495,5.64e-05
0.0625,0.4,0.5,1.479,0.391,0.809,0.0321,0.589,0.00929,0.478,0.0044,1.152,0.337,0.692,0.0185,0.527,0.00331,0.439,0.001215,1.633,0.362,0.871,0.0221,0.625,0.00459,0.503,0.00182,1.519,0.331,0.83,0.0113,0.603,-0.00115,0.489,-0.00179
0.0625,0.4,1.0,1.293,0.368,0.743,0.0249,0.555,0.00563,0.457,0.0022,0.901,0.466,0.601,0.011333333,0.476,0.00041,0.409,0.000441,1.548,0.349,0.841,0.018,0.61,0.00277,0.493,0.00084,1.46,0.331,0.809,0.0118,0.591,-0.00059,0.48,-0.001382
0.0625,0.6,0.0,2.47,0.515,1.157,0.0694,0.77,0.0266,0.591,0.0143,2.47,0.515,1.157,0.0694,0.77,0.0266,0.591,0.0143,2.47,0.515,1.157,0.0694,0.77,0.0266,0.591,0.0143,2.47,0.515,1.157,0.0694,0.77,0.0266,0.591,0.0143
0.0625,0.6,0.0125,2.437,0.526,1.143,0.072,0.761,0.0277,0.584,0.0149,2.275,0.477,1.091,0.0559,0.737,0.0198,0.571,0.0102,2.661,0.521,1.223,0.0699,0.804,0.0265,0.61,0.0142,2.475,0.489,1.158,0.0596,0.77,0.0215,0.589,0.0112
0.0625,0.6,0.025,2.433,0.525,1.142,0.072,0.761,0.0277,0.583,0.015,2.175,0.457,1.058,0.0498,0.721,0.0168,0.561,0.00855,2.711,0.506,1.244,0.0644,0.815,0.0237,0.618,0.0124,2.445,0.459,1.15,0.0495,0.766,0.0164,0.587,0.00817
